,Ironmongery Set,Mapped Ironmongery Set,Comparison Excel,Comparison Python,
57,05cDA+,05cDA+,TRUE,TRUE,
22,06b,06b,TRUE,TRUE,
43,17b,17b,TRUE,TRUE,
42,06b,06b,TRUE,TRUE,
41,06b,06b,TRUE,TRUE,
8,06b,06b,TRUE,TRUE,
48,03b,03b,TRUE,TRUE,
9,06b,06b,TRUE,TRUE,
10,06b,06b,TRUE,TRUE,
11,06b,06b,TRUE,TRUE,
44,06b,06b,TRUE,TRUE,
43,33a,33a,TRUE,TRUE,
50,06b,06b,TRUE,TRUE,
42,06b,06b,TRUE,TRUE,
40,06b,06b,TRUE,TRUE,
39,06b,06b,TRUE,TRUE,
38,17b,17b,TRUE,TRUE,
37,17b,17b,TRUE,TRUE,
12,06b,06b,TRUE,TRUE,
13,08n,08n,TRUE,TRUE,
14,03b,03b,TRUE,TRUE,
41,06b,06b,TRUE,TRUE,
51,06b,06b,TRUE,TRUE,
52,06b,06b,TRUE,TRUE,
53,03b,03b,TRUE,TRUE,
71,03DA,03DA,TRUE,TRUE,
1,17b,17b,TRUE,TRUE,
2,06b,06b,TRUE,TRUE,
3,06b,06b,TRUE,TRUE,
67,17b,17b,TRUE,TRUE,
4,06b,06b,TRUE,TRUE,
5,17c,17c,TRUE,TRUE,
6,03b,03b,TRUE,TRUE,
63,06b,06b,TRUE,TRUE,
61,21aDA,21aDA,TRUE,TRUE,
60,21bDA,21bDA,TRUE,TRUE,
59,03b,03b,TRUE,TRUE,
58,33a*,33a*,TRUE,TRUE,
57,06b,06b,TRUE,TRUE,
56,06b,06b,TRUE,TRUE,
55,06b,06b,TRUE,TRUE,
54,21*DA,21*DA,TRUE,TRUE,
33,08h,08h,TRUE,TRUE,
15,03b,03b,TRUE,TRUE,
16,05a,05a,TRUE,TRUE,
17,05a,05a,TRUE,TRUE,
8,04b,04b,TRUE,TRUE,
7,12*,12*,TRUE,TRUE,
6,12*,12*,TRUE,TRUE,
5,12*,12*,TRUE,TRUE,
4,12*,12*,TRUE,TRUE,
30,04b,04b,TRUE,TRUE,
31,22b,22b,TRUE,TRUE,
36,08h,08h,TRUE,TRUE,
0,06b,06b,TRUE,TRUE,
33,06b,06b,TRUE,TRUE,
37,06b,06b,TRUE,TRUE,
35,17g,17g,TRUE,TRUE,
36,08k,08k,TRUE,TRUE,
37,08b,08b,TRUE,TRUE,
38,06b,06b,TRUE,TRUE,
39,06b,06b,TRUE,TRUE,
40,06b,06b,TRUE,TRUE,
9,03b,03b,TRUE,TRUE,
27,06b,06b,TRUE,TRUE,
10,06b,06b,TRUE,TRUE,
12,06b,06b,TRUE,TRUE,
18,17c,17c,TRUE,TRUE,
19,17c,17c,TRUE,TRUE,
20,06b,06b,TRUE,TRUE,
21,03b,03b,TRUE,TRUE,
22,03b,03b,TRUE,TRUE,
23,06b,06b,TRUE,TRUE,
24,06b,06b,TRUE,TRUE,
25,03b,03b,TRUE,TRUE,
26,21bDA,21bDA,TRUE,TRUE,
27,17b,17b,TRUE,TRUE,
28,33h,33h,TRUE,TRUE,
29,06b,06b,TRUE,TRUE,
17,12*,12*,TRUE,TRUE,
16,12*,12*,TRUE,TRUE,
15,03b,03b,TRUE,TRUE,
14,06b,06b,TRUE,TRUE,
13,06b,06b,TRUE,TRUE,
11,04b,04b,TRUE,TRUE,
141,03gFP,03gFP,TRUE,TRUE,
28,06b,06b,TRUE,TRUE,
69,20a,20a,TRUE,TRUE,
99,06b,06b,TRUE,TRUE,
100,06b,06b,TRUE,TRUE,
101,06b,06b,TRUE,TRUE,
102,06b,06b,TRUE,TRUE,
103,06b,06b,TRUE,TRUE,
194,01FP,01FP,TRUE,TRUE,
193,01FP,01FP,TRUE,TRUE,
98,12*,12*,TRUE,TRUE,
192,01FP,01FP,TRUE,TRUE,
190,01FP,01FP,TRUE,TRUE,
189,01FP,01FP,TRUE,TRUE,
188,01FP,01FP,TRUE,TRUE,
187,01FP,01FP,TRUE,TRUE,
186,01FP,01FP,TRUE,TRUE,
185,01FP,01FP,TRUE,TRUE,
184,01FP,01FP,TRUE,TRUE,
191,01FP,01FP,TRUE,TRUE,
97,12*,12*,TRUE,TRUE,
73,06b,06b,TRUE,TRUE,
74,17b,17b,TRUE,TRUE,
27,06b,06b,TRUE,TRUE,
26,12e*,12e*,TRUE,TRUE,
25,12*,12*,TRUE,TRUE,
24,12e*,12e*,TRUE,TRUE,
23,12*,12*,TRUE,TRUE,
103,06b,06b,TRUE,TRUE,
21,12*,12*,TRUE,TRUE,
20,12*,12*,TRUE,TRUE,
19,12*,12*,TRUE,TRUE,
18,12*,12*,TRUE,TRUE,
17,12*,12*,TRUE,TRUE,
16,12*,12*,TRUE,TRUE,
104,06b,06b,TRUE,TRUE,
2,12*,12*,TRUE,TRUE,
1,12*,12*,TRUE,TRUE,
0,06b,06b,TRUE,TRUE,
76,12e*,12e*,TRUE,TRUE,
183,01FP,01FP,TRUE,TRUE,
28,29aDA,29aDA,TRUE,TRUE,
182,01FP,01FP,TRUE,TRUE,
180,01FP,01FP,TRUE,TRUE,
158,02FP,02FP,TRUE,TRUE,
157,01FP,01FP,TRUE,TRUE,
156,01FP,01FP,TRUE,TRUE,
155,01FP,01FP,TRUE,TRUE,
2,06b,06b,TRUE,TRUE,
153,06b,06b,TRUE,TRUE,
152,24c,24c,TRUE,TRUE,
159,03bFP,03bFP,TRUE,TRUE,
151,17bFP,17bFP,TRUE,TRUE,
149,02FP,02FP,TRUE,TRUE,
148,03bFP,03bFP,TRUE,TRUE,
147,17bFP,17bFP,TRUE,TRUE,
146,06b,06b,TRUE,TRUE,
145,03FP,03FP,TRUE,TRUE,
144,03FP,03FP,TRUE,TRUE,
143,03gFP,03gFP,TRUE,TRUE,
150,01FP,01FP,TRUE,TRUE,
160,01FP,01FP,TRUE,TRUE,
161,01FP,01FP,TRUE,TRUE,
162,01FP,01FP,TRUE,TRUE,
179,01FP,01FP,TRUE,TRUE,
178,01FP,01FP,TRUE,TRUE,
177,01FP,01FP,TRUE,TRUE,
176,01FP,01FP,TRUE,TRUE,
175,01FP,01FP,TRUE,TRUE,
174,01FP,01FP,TRUE,TRUE,
173,01FP,01FP,TRUE,TRUE,
172,01FP,01FP,TRUE,TRUE,
171,01FP,01FP,TRUE,TRUE,
170,01FP,01FP,TRUE,TRUE,
169,01FP,01FP,TRUE,TRUE,
168,01FP,01FP,TRUE,TRUE,
167,01FP,01FP,TRUE,TRUE,
166,01FP,01FP,TRUE,TRUE,
165,01FP,01FP,TRUE,TRUE,
164,01FP,01FP,TRUE,TRUE,
163,01FP,01FP,TRUE,TRUE,
181,01FP,01FP,TRUE,TRUE,
29,06b,06b,TRUE,TRUE,
30,04b,04b,TRUE,TRUE,
31,06b,06b,TRUE,TRUE,
69,06b,06b,TRUE,TRUE,
70,03b,03b,TRUE,TRUE,
95,12*,12*,TRUE,TRUE,
96,06b,06b,TRUE,TRUE,
73,06b,06b,TRUE,TRUE,
74,12e*,12e*,TRUE,TRUE,
75,04b,04b,TRUE,TRUE,
68,06b,06b,TRUE,TRUE,
76,06b,06b,TRUE,TRUE,
78,12*,12*,TRUE,TRUE,
79,11v,11v,TRUE,TRUE,
78,11v,11v,TRUE,TRUE,
79,12*,12*,TRUE,TRUE,
97,06b,06b,TRUE,TRUE,
75,12e*,12e*,TRUE,TRUE,
74,12*,12*,TRUE,TRUE,
77,06b,06b,TRUE,TRUE,
67,06b,06b,TRUE,TRUE,
66,06b,06b,TRUE,TRUE,
65,06b,06b,TRUE,TRUE,
70,20a,20a,TRUE,TRUE,
32,06b,06b,TRUE,TRUE,
33,12e*,12e*,TRUE,TRUE,
34,04b,04b,TRUE,TRUE,
35,06b,06b,TRUE,TRUE,
36,06b,06b,TRUE,TRUE,
37,12*,12*,TRUE,TRUE,
38,12*,12*,TRUE,TRUE,
40,17b,17b,TRUE,TRUE,
20,04b,04b,TRUE,TRUE,
14,06b,06b,TRUE,TRUE,
13,06b,06b,TRUE,TRUE,
10,17b,17b,TRUE,TRUE,
9,06b,06b,TRUE,TRUE,
5,06b,06b,TRUE,TRUE,
94,12*,12*,TRUE,TRUE,
64,12*,12*,TRUE,TRUE,
73,29DA,29DA,TRUE,TRUE,
72,29DA,29DA,TRUE,TRUE,
71,06b,06b,TRUE,TRUE,
81,17b,17b,TRUE,TRUE,
102,06b,06b,TRUE,TRUE,
47,03b,03b,TRUE,TRUE,
46,06b,06b,TRUE,TRUE,
45,06b,06b,TRUE,TRUE,
44,06b,06b,TRUE,TRUE,
43,06b,06b,TRUE,TRUE,
42,06b,06b,TRUE,TRUE,
41,06b,06b,TRUE,TRUE,
40,06b,06b,TRUE,TRUE,
39,06b,06b,TRUE,TRUE,
38,06b,06b,TRUE,TRUE,
37,17b,17b,TRUE,TRUE,
36,33a,33a,TRUE,TRUE,
35,29aDA,29aDA,TRUE,TRUE,
34,08h,08h,TRUE,TRUE,
33,06b,06b,TRUE,TRUE,
32,06b,06b,TRUE,TRUE,
101,06b,06b,TRUE,TRUE,
29,03b,03b,TRUE,TRUE,
50,06b,06b,TRUE,TRUE,
52,06b,06b,TRUE,TRUE,
69,17b,17b,TRUE,TRUE,
68,33g,33g,TRUE,TRUE,
67,12*,12*,TRUE,TRUE,
66,12*,12*,TRUE,TRUE,
65,06b,06b,TRUE,TRUE,
64,06b,06b,TRUE,TRUE,
63,04b,04b,TRUE,TRUE,
62,06b,06b,TRUE,TRUE,
98,06b,06b,TRUE,TRUE,
60,17b,17b,TRUE,TRUE,
59,06b,06b,TRUE,TRUE,
58,06b,06b,TRUE,TRUE,
57,04b,04b,TRUE,TRUE,
99,04b,04b,TRUE,TRUE,
55,06b,06b,TRUE,TRUE,
54,12e*,12e*,TRUE,TRUE,
53,03b,03b,TRUE,TRUE,
100,06b,06b,TRUE,TRUE,
3,17b,17b,TRUE,TRUE,
7,04b,04b,TRUE,TRUE,
5,08q,08q,TRUE,TRUE,
401,09a,09a,TRUE,TRUE,
20,as H11/138A,as H11/138A,TRUE,TRUE,
120,11j,11j,TRUE,TRUE,
398,09a,09a,TRUE,TRUE,
47,03b,03b,TRUE,TRUE,
396,09a,09a,TRUE,TRUE,
46,06b,06b,TRUE,TRUE,
0,E1c,E1c,TRUE,TRUE,
123,12e,12e,TRUE,TRUE,
124,09a,09a,TRUE,TRUE,
45,06b,06b,TRUE,TRUE,
390,08l,08l,TRUE,TRUE,
389,12e,12e,TRUE,TRUE,
126,09a,09a,TRUE,TRUE,
127,09a,09a,TRUE,TRUE,
386,17b,17b,TRUE,TRUE,
44,06b,06b,TRUE,TRUE,
402,09a,09a,TRUE,TRUE,
384,09a,09a,TRUE,TRUE,
48,06b,06b,TRUE,TRUE,
405,08fDA,08fDA,TRUE,TRUE,
108,11gDA,11gDA,TRUE,TRUE,
7,E1b,E1b,TRUE,TRUE,
56,06b,06b,TRUE,TRUE,
419,07b,07b,TRUE,TRUE,
110,21gDA,21gDA,TRUE,TRUE,
55,06b,06b,TRUE,TRUE,
416,07b,07b,TRUE,TRUE,
54,03b,03b,TRUE,TRUE,
53,04b,04b,TRUE,TRUE,
52,06b,06b,TRUE,TRUE,
115,09a,09a,TRUE,TRUE,
51,08fDA,08fDA,TRUE,TRUE,
410,22FP,22FP,TRUE,TRUE,
409,09a,09a,TRUE,TRUE,
50,06b,06b,TRUE,TRUE,
49,06b,06b,TRUE,TRUE,
406,09a,09a,TRUE,TRUE,
18,E1e,E1e,TRUE,TRUE,
383,03dDA,03dDA,TRUE,TRUE,
7,E1f,E1f,TRUE,TRUE,
8,E1a,E1a,TRUE,TRUE,
356,08l,08l,TRUE,TRUE,
22,E1a,E1a,TRUE,TRUE,
354,08l,08l,TRUE,TRUE,
138,09a,09a,TRUE,TRUE,
24,E1e,E1e,TRUE,TRUE,
351,09a,09a,TRUE,TRUE,
350,09a,09a,TRUE,TRUE,
349,09a,09a,TRUE,TRUE,
348,09a,09a,TRUE,TRUE,
347,17a,17a,TRUE,TRUE,
38,33e,33e,TRUE,TRUE,
26,E1e,E1e,TRUE,TRUE,
37,33e,33e,TRUE,TRUE,
343,11DA,11DA,TRUE,TRUE,
28,E1d,E1d,TRUE,TRUE,
341,11DA,11DA,TRUE,TRUE,
340,17a,17a,TRUE,TRUE,
357,08l,08l,TRUE,TRUE,
21,E6a,E6a,TRUE,TRUE,
20,E6a,E6a,TRUE,TRUE,
360,09a,09a,TRUE,TRUE,
43,06b,06b,TRUE,TRUE,
379,33a,33a,TRUE,TRUE,
378,06b,06b,TRUE,TRUE,
377,03DA,03DA,TRUE,TRUE,
130,09a,09a,TRUE,TRUE,
132,09a,09a,TRUE,TRUE,
133,09a,09a,TRUE,TRUE,
372,11k,11k,TRUE,TRUE,
57,03b,03b,TRUE,TRUE,
371,09a,09a,TRUE,TRUE,
14,E1c,E1c,TRUE,TRUE,
40,03DA,03DA,TRUE,TRUE,
39,O6b,O6b,TRUE,TRUE,
365,09a,09a,TRUE,TRUE,
364,09a,09a,TRUE,TRUE,
18,E6b,E6b,TRUE,TRUE,
362,09a,09a,TRUE,TRUE,
137,09a,09a,TRUE,TRUE,
370,17a,17a,TRUE,TRUE,
36,33e,33e,TRUE,TRUE,
58,06b,06b,TRUE,TRUE,
104,09a,09a,TRUE,TRUE,
488,08l,08l,TRUE,TRUE,
486,09a,09a,TRUE,TRUE,
79,43a,43a,TRUE,TRUE,
78,12d,12d,TRUE,TRUE,
483,09a,09a,TRUE,TRUE,
77,21dDA,21dDA,TRUE,TRUE,
76,33e,33e,TRUE,TRUE,
480,09a,09a,TRUE,TRUE,
75,11r,11r,TRUE,TRUE,
74,22e,22e,TRUE,TRUE,
477,09a,09a,TRUE,TRUE,
72,09a,09a,TRUE,TRUE,
475,08l,08l,TRUE,TRUE,
474,08c,08c,TRUE,TRUE,
473,06b,06b,TRUE,TRUE,
73,03b,03b,TRUE,TRUE,
74,09a,09a,TRUE,TRUE,
81,21gDA,21gDA,TRUE,TRUE,
75,09a,09a,TRUE,TRUE,
63,11q,11q,TRUE,TRUE,
62,09c,09c,TRUE,TRUE,
509,09a,09a,TRUE,TRUE,
508,09a,09a,TRUE,TRUE,
507,09a,09a,TRUE,TRUE,
89,03b,03b,TRUE,TRUE,
88,03b,03b,TRUE,TRUE,
87,06b,06b,TRUE,TRUE,
86,06b,06b,TRUE,TRUE,
502,12b,12b,TRUE,TRUE,
501,09b,09b,TRUE,TRUE,
55,11gDA,11gDA,TRUE,TRUE,
85,06b,06b,TRUE,TRUE,
57,12c,12c,TRUE,TRUE,
84,08e,08e,TRUE,TRUE,
83,29aDA,29aDA,TRUE,TRUE,
82,29DA,29DA,TRUE,TRUE,
494,09a,09a,TRUE,TRUE,
61,08*DA,08*DA,TRUE,TRUE,
491,07a,07a,TRUE,TRUE,
76,09a,09a,TRUE,TRUE,
77,09a,09a,TRUE,TRUE,
72,17b,17b,TRUE,TRUE,
444,09b,09b,TRUE,TRUE,
90,12f,12f,TRUE,TRUE,
92,09a,09a,TRUE,TRUE,
440,09a,09a,TRUE,TRUE,
64,03b,03b,TRUE,TRUE,
94,09a,09a,TRUE,TRUE,
95,09a,09a,TRUE,TRUE,
96,09a,09a,TRUE,TRUE,
63,06b,06b,TRUE,TRUE,
434,17k,17k,TRUE,TRUE,
62,06b,06b,TRUE,TRUE,
61,06b,06b,TRUE,TRUE,
431,08h,08h,TRUE,TRUE,
100,09a,09a,TRUE,TRUE,
60,03b,03b,TRUE,TRUE,
59,06b,06b,TRUE,TRUE,
103,12e*,12e*,TRUE,TRUE,
445,09b,09b,TRUE,TRUE,
66,03DA,03DA,TRUE,TRUE,
67,06b,06b,TRUE,TRUE,
87,09a,09a,TRUE,TRUE,
466,11j,11j,TRUE,TRUE,
79,09a,09a,TRUE,TRUE,
464,08k,08k,TRUE,TRUE,
463,11t,11t,TRUE,TRUE,
71,04b,04b,TRUE,TRUE,
461,17a,17a,TRUE,TRUE,
70,06b,06b,TRUE,TRUE,
459,17a,17a,TRUE,TRUE,
105,12d,12d,TRUE,TRUE,
458,17aFP,17aFP,TRUE,TRUE,
69,06b,06b,TRUE,TRUE,
455,21a,21a,TRUE,TRUE,
454,33g,33g,TRUE,TRUE,
453,06b,06b,TRUE,TRUE,
68,06b,06b,TRUE,TRUE,
85,11p,11p,TRUE,TRUE,
86,11l,11l,TRUE,TRUE,
449,08c,08c,TRUE,TRUE,
82,11m,11m,TRUE,TRUE,
30,E1c,E1c,TRUE,TRUE,
35,06b,06b,TRUE,TRUE,
336,08l,08l,TRUE,TRUE,
227,11b*,11b*,TRUE,TRUE,
226,08g,08g,TRUE,TRUE,
225,17b,17b,TRUE,TRUE,
224,06b,06b,TRUE,TRUE,
35,17b,17b,TRUE,TRUE,
36,06b,06b,TRUE,TRUE,
37,22d,22d,TRUE,TRUE,
220,09a,09a,TRUE,TRUE,
38,06b,06b,TRUE,TRUE,
39,06b,06b,TRUE,TRUE,
29,06b,06b,TRUE,TRUE,
41,19a,19a,TRUE,TRUE,
42,03DA,03DA,TRUE,TRUE,
214,12e,12e,TRUE,TRUE,
213,21a,21a,TRUE,TRUE,
212,12e,12e,TRUE,TRUE,
28,17b,17b,TRUE,TRUE,
228,17a,17a,TRUE,TRUE,
27,06b,06b,TRUE,TRUE,
34,03b,03b,TRUE,TRUE,
32,17c,17c,TRUE,TRUE,
21,06b,06b,TRUE,TRUE,
22,06b,06b,TRUE,TRUE,
246,09a,09a,TRUE,TRUE,
23,06b,06b,TRUE,TRUE,
24,06b,06b,TRUE,TRUE,
243,08h,08h,TRUE,TRUE,
25,06b,06b,TRUE,TRUE,
241,12e,12e,TRUE,TRUE,
30,06b,06b,TRUE,TRUE,
239,17b,17b,TRUE,TRUE,
238,08h,08h,TRUE,TRUE,
237,17a,17a,TRUE,TRUE,
27,03b,03b,TRUE,TRUE,
28,17b,17b,TRUE,TRUE,
29,06b,06b,TRUE,TRUE,
30,04b,04b,TRUE,TRUE,
31,06b,06b,TRUE,TRUE,
33,03b,03b,TRUE,TRUE,
209,11k,11k,TRUE,TRUE,
45,30a,30a,TRUE,TRUE,
207,09a,09a,TRUE,TRUE,
184,09a,09a,TRUE,TRUE,
183,09a,09a,TRUE,TRUE,
12,06b,06b,TRUE,TRUE,
13,03b,03b,TRUE,TRUE,
14,03b,03b,TRUE,TRUE,
15,11k,11k,TRUE,TRUE,
178,09a,09a,TRUE,TRUE,
177,09a,09a,TRUE,TRUE,
16,03b,03b,TRUE,TRUE,
17,21bDA,21bDA,TRUE,TRUE,
18,17c,17c,TRUE,TRUE,
19,03b,03b,TRUE,TRUE,
165,12e,12e,TRUE,TRUE,
21,03b,03b,TRUE,TRUE,
170,09a,09a,TRUE,TRUE,
22,03b,03b,TRUE,TRUE,
23,03b,03b,TRUE,TRUE,
185,09a,09a,TRUE,TRUE,
11,03b,03b,TRUE,TRUE,
187,09a,09a,TRUE,TRUE,
10,03b,03b,TRUE,TRUE,
206,09a,09a,TRUE,TRUE,
46,06b,06b,TRUE,TRUE,
47,06b,06b,TRUE,TRUE,
203,11t,11t,TRUE,TRUE,
202,09a,09a,TRUE,TRUE,
0,11j,11j,TRUE,TRUE,
1,06b,06b,TRUE,TRUE,
199,11p,11p,TRUE,TRUE,
20,06b,06b,TRUE,TRUE,
2,06b,06b,TRUE,TRUE,
4,06b,06b,TRUE,TRUE,
195,17a,17a,TRUE,TRUE,
194,09a,09a,TRUE,TRUE,
5,06b,06b,TRUE,TRUE,
6,03b,03b,TRUE,TRUE,
7,03b,03b,TRUE,TRUE,
8,03b,03b,TRUE,TRUE,
9,03b,03b,TRUE,TRUE,
26,17b,17b,TRUE,TRUE,
19,17b,17b,TRUE,TRUE,
18,17b,17b,TRUE,TRUE,
17,17b,17b,TRUE,TRUE,
34,04a,04a,TRUE,TRUE,
40,E1a,E1a,TRUE,TRUE,
41,E1c,E1c,TRUE,TRUE,
310,21a,21a,TRUE,TRUE,
309,17a,17a,TRUE,TRUE,
42,E1c,E1c,TRUE,TRUE,
307,09a,09a,TRUE,TRUE,
148,09a,09a,TRUE,TRUE,
304,09a,09a,TRUE,TRUE,
303,11dDA,11dDA,TRUE,TRUE,
302,11dDA,11dDA,TRUE,TRUE,
301,11eDA,11eDA,TRUE,TRUE,
32,06b,06b,TRUE,TRUE,
299,11DA,11DA,TRUE,TRUE,
298,11d,11d,TRUE,TRUE,
297,11dDA,11dDA,TRUE,TRUE,
296,11eDA,11eDA,TRUE,TRUE,
314,11dFP,11dFP,TRUE,TRUE,
38,E1a,E1a,TRUE,TRUE,
146,09a,09a,TRUE,TRUE,
145,09a,09a,TRUE,TRUE,
335,08l,08l,TRUE,TRUE,
334,08l,08l,TRUE,TRUE,
32,E1a,E1a,TRUE,TRUE,
332,08l,08l,TRUE,TRUE,
331,09a,09a,TRUE,TRUE,
330,08l,08l,TRUE,TRUE,
329,09a,09a,TRUE,TRUE,
328,09a,09a,TRUE,TRUE,
295,11u*FP,11u*FP,TRUE,TRUE,
33,E1f,E1f,TRUE,TRUE,
325,09a,09a,TRUE,TRUE,
324,08l,08l,TRUE,TRUE,
323,09a,09a,TRUE,TRUE,
143,09a,09a,TRUE,TRUE,
321,09a,09a,TRUE,TRUE,
144,09a,09a,TRUE,TRUE,
319,09a,09a,TRUE,TRUE,
318,08f,08f,TRUE,TRUE,
326,09a,09a,TRUE,TRUE,
510,09a,09a,TRUE,TRUE,
46,E1a,E1a,TRUE,TRUE,
151,09a,09a,TRUE,TRUE,
8,19a,19a,TRUE,TRUE,
156,11gDA,11gDA,TRUE,TRUE,
267,09a,09a,TRUE,TRUE,
157,12c,12c,TRUE,TRUE,
265,11bFP,11bFP,TRUE,TRUE,
158,11d,11d,TRUE,TRUE,
31,22d,22d,TRUE,TRUE,
13,06b,06b,TRUE,TRUE,
261,09a,09a,TRUE,TRUE,
14,21aDA,21aDA,TRUE,TRUE,
259,09a,09a,TRUE,TRUE,
15,11q,11q,TRUE,TRUE,
16,03b,03b,TRUE,TRUE,
256,09a,09a,TRUE,TRUE,
255,09a,09a,TRUE,TRUE,
254,09a,09a,TRUE,TRUE,
253,09a,09a,TRUE,TRUE,
270,09a,09a,TRUE,TRUE,
271,09a,09a,TRUE,TRUE,
272,09a,09a,TRUE,TRUE,
273,09a,09a,TRUE,TRUE,
72,03b,03b,TRUE,TRUE,
152,09a,09a,TRUE,TRUE,
153,17a,17a,TRUE,TRUE,
1,19a,19a,TRUE,TRUE,
287,09a,09a,TRUE,TRUE,
2,19a,19a,TRUE,TRUE,
3,26b,26b,TRUE,TRUE,
284,09a,09a,TRUE,TRUE,
293,11DA,11DA,TRUE,TRUE,
283,09a,09a,TRUE,TRUE,
4,26b,26b,TRUE,TRUE,
154,12f,12f,TRUE,TRUE,
279,09a,09a,TRUE,TRUE,
155,11gDA,11gDA,TRUE,TRUE,
277,09a,09a,TRUE,TRUE,
7,19a,19a,TRUE,TRUE,
275,09a,09a,TRUE,TRUE,
274,09a,09a,TRUE,TRUE,
282,09a,09a,TRUE,TRUE,
4,17b,17b,TRUE,TRUE,
511,09a,09a,TRUE,TRUE,
513,09a,09a,TRUE,TRUE,
11,11r,11r,TRUE,TRUE,
10,06b,06b,TRUE,TRUE,
9,03b,03b,TRUE,TRUE,
8,06d,06d,TRUE,TRUE,
7,06d,06d,TRUE,TRUE,
6,06b,06b,TRUE,TRUE,
5,33d,33d,TRUE,TRUE,
4,29DA,29DA,TRUE,TRUE,
5,06b,06b,TRUE,TRUE,
7,03b,03b,TRUE,TRUE,
1,17k,17k,TRUE,TRUE,
0,17k,17k,TRUE,TRUE,
135,09c,09c,TRUE,TRUE,
134,09c,09c,TRUE,TRUE,
133,09c,09c,TRUE,TRUE,
132,09c,09c,TRUE,TRUE,
131,09c,09c,TRUE,TRUE,
12,06b,06b,TRUE,TRUE,
130,09c,09c,TRUE,TRUE,
13,06b,06b,TRUE,TRUE,
15,06b,06b,TRUE,TRUE,
33,03b,03b,TRUE,TRUE,
32,03b,03b,TRUE,TRUE,
31,03b,03b,TRUE,TRUE,
30,04b*,04b*,TRUE,TRUE,
29,06b,06b,TRUE,TRUE,
28,17b,17b,TRUE,TRUE,
7,19c+,19c+,TRUE,TRUE,
6,05cDA,05cDA,TRUE,TRUE,
4,05a,05a,TRUE,TRUE,
23,06b,06b,TRUE,TRUE,
22,03DA,03DA,TRUE,TRUE,
21,17c,17c,TRUE,TRUE,
20,03b,03b,TRUE,TRUE,
19,06b,06b,TRUE,TRUE,
18,17b,17b,TRUE,TRUE,
17,06b,06b,TRUE,TRUE,
16,06b,06b,TRUE,TRUE,
14,06b,06b,TRUE,TRUE,
129,09b,09b,TRUE,TRUE,
128,13a,13a,TRUE,TRUE,
127,19c,19c,TRUE,TRUE,
104,19c,19c,TRUE,TRUE,
103,05cDA,05cDA,TRUE,TRUE,
102,22c,22c,TRUE,TRUE,
101,06c,06c,TRUE,TRUE,
100,17g,17g,TRUE,TRUE,
99,06c,06c,TRUE,TRUE,
98,21dDA,21dDA,TRUE,TRUE,
97,42a,42a,TRUE,TRUE,
96,42a,42a,TRUE,TRUE,
3,21dDA,21dDA,TRUE,TRUE,
94,42a,42a,TRUE,TRUE,
93,06c,06c,TRUE,TRUE,
92,05c,05c,TRUE,TRUE,
91,21dDA,21dDA,TRUE,TRUE,
9,09a,09a,TRUE,TRUE,
89,06c,06c,TRUE,TRUE,
88,05bDA,05bDA,TRUE,TRUE,
105,06c,06c,TRUE,TRUE,
106,13c,13c,TRUE,TRUE,
107,13c+,13c+,TRUE,TRUE,
108,13a,13a,TRUE,TRUE,
126,13b,13b,TRUE,TRUE,
125,21dDA,21dDA,TRUE,TRUE,
124,16b,16b,TRUE,TRUE,
123,22c,22c,TRUE,TRUE,
122,22c,22c,TRUE,TRUE,
4,21dDA,21dDA,TRUE,TRUE,
120,19c,19c,TRUE,TRUE,
119,17c,17c,TRUE,TRUE,
34,03b,03b,TRUE,TRUE,
118,06c,06c,TRUE,TRUE,
116,06c,06c,TRUE,TRUE,
115,42a,42a,TRUE,TRUE,
114,16b,16b,TRUE,TRUE,
113,16b,16b,TRUE,TRUE,
112,16b,16b,TRUE,TRUE,
111,19c+,19c+,TRUE,TRUE,
110,05bDA,05bDA,TRUE,TRUE,
109,19c,19c,TRUE,TRUE,
117,06a,06a,TRUE,TRUE,
87,05bDA,05bDA,TRUE,TRUE,
35,17b,17b,TRUE,TRUE,
37,03b,03b,TRUE,TRUE,
17,33a*,33a*,TRUE,TRUE,
29,06b,06b,TRUE,TRUE,
30,03b,03b,TRUE,TRUE,
31,03b,03b,TRUE,TRUE,
32,03DA,03DA,TRUE,TRUE,
33,03b,03b,TRUE,TRUE,
34,03b,03b,TRUE,TRUE,
35,06b,06b,TRUE,TRUE,
36,17c,17c,TRUE,TRUE,
37,08f,08f,TRUE,TRUE,
38,06b,06b,TRUE,TRUE,
39,21cDA,21cDA,TRUE,TRUE,
40,01*,01*,TRUE,TRUE,
41,12*,12*,TRUE,TRUE,
9,19c,19c,TRUE,TRUE,
29,E1c,E1c,TRUE,TRUE,
28,E1c,E1c,TRUE,TRUE,
27,06b,06b,TRUE,TRUE,
27,E1c,E1c,TRUE,TRUE,
26,06b,06b,TRUE,TRUE,
24,03b,03b,TRUE,TRUE,
6,08q,08q,TRUE,TRUE,
25,17c,17c,TRUE,TRUE,
8,08q,08q,TRUE,TRUE,
9,17b,17b,TRUE,TRUE,
10,17b,17b,TRUE,TRUE,
11,17b,17b,TRUE,TRUE,
12,17b,17b,TRUE,TRUE,
14,03b,03b,TRUE,TRUE,
15,03b,03b,TRUE,TRUE,
12,19c+,19c+,TRUE,TRUE,
17,17b,17b,TRUE,TRUE,
18,17a,17a,TRUE,TRUE,
11,05cDA,05cDA,TRUE,TRUE,
